"Concepto","Principal","Monto Documento","Tipo Vista","Fecha Generación","Folio","Título","Número Documento","Fecha Documento","Tipo Documento","Monto Documento"
"3407 Deuda Flotante","76293503-1 ECOFFICE COMPUTACION LIMITADA","206.670","Tipo Flujo","26/01/2021","205","Traspaso de devengo anterior a ejercicio 2021","9216","15/12/2020","Factura Afecta Electrónica","206.670"
"3407 Deuda Flotante","76298809-7 IMPORTADORA Y DISTRIBUIDORA NOVAMEDICA CHILE LTDA","1.261.400","Saldo Inicial","","","Saldo Inicial","","","","0"
"3407 Deuda Flotante","76298809-7 IMPORTADORA Y DISTRIBUIDORA NOVAMEDICA CHILE LTDA","1.261.400","Tipo Flujo","26/01/2021","199","Traspaso de devengo anterior a ejercicio 2021","4543","15/12/2020","Factura Afecta Electrónica","1.261.400"
"3407 Deuda Flotante","76299358-9 SERVICIOS INTEGRADOS SIDAPT LTDA","1.720.535","Saldo Inicial","","","Saldo Inicial","","","","0"
"3407 Deuda Flotante","76299358-9 SERVICIOS INTEGRADOS SIDAPT LTDA","1.720.535","Tipo Flujo","26/01/2021","210","Traspaso de devengo anterior a ejercicio 2021","37695","23/12/2020","Factura Afecta Electrónica","31.380"
"3407 Deuda Flotante","76299358-9 SERVICIOS INTEGRADOS SIDAPT LTDA","1.720.535","Tipo Flujo","26/01/2021","211","Traspaso de devengo anterior a ejercicio 2021","37594","21/12/2020","Factura Afecta Electrónica","495.000"
"3407 Deuda Flotante","76299358-9 SERVICIOS INTEGRADOS SIDAPT LTDA","1.720.535","Tipo Flujo","26/01/2021","212","Traspaso de devengo anterior a ejercicio 2021","37608","21/12/2020","Factura Afecta Electrónica","1.194.155"
"3407 Deuda Flotante","76310090-1 AMEDOPH CHILE S.A.","379.610","Saldo Inicial","","","Saldo Inicial","","","","0"
"3407 Deuda Flotante","76310090-1 AMEDOPH CHILE S.A.","379.610","Tipo Flujo","26/01/2021","211","Traspaso de devengo anterior a ejercicio 2021","9660","22/12/2020","Factura Afecta Electrónica","379.610"
"3407 Deuda Flotante","76310916-K SOC GAETE LARRAIN LTDA","532.418","Saldo Inicial","","","Saldo Inicial","","","","0"
"3407 Deuda Flotante","76310916-K SOC GAETE LARRAIN LTDA","532.418","Tipo Flujo","26/01/2021","217","Traspaso de devengo anterior a ejercicio 2021","297","01/12/2020","Factura Afecta Electrónica","532.418"
"3407 Deuda Flotante","76325278-7 Vitalsec SPA","121.342","Saldo Inicial","","","Saldo Inicial","","","","0"
"3407 Deuda Flotante","76325278-7 Vitalsec SPA","121.342","Tipo Flujo","26/01/2021","193","Traspaso de devengo anterior a ejercicio 2021","19421","16/12/2020","Factura Afecta Electrónica","54.327"
"3407 Deuda Flotante","76325278-7 Vitalsec SPA","121.342","Tipo Flujo","26/01/2021","201","Traspaso de devengo anterior a ejercicio 2021","19422","16/12/2020","Factura Afecta Electrónica","67.015"
"3407 Deuda Flotante","76328242-2 ASPEN CHILE S.A.","1.361.598","Saldo Inicial","","","Saldo Inicial","","","","0"
"3407 Deuda Flotante","76328242-2 ASPEN CHILE S.A.","1.361.598","Tipo Flujo","26/01/2021","197","Traspaso de devengo anterior a ejercicio 2021","33617","10/12/2020","Factura Afecta Electrónica","308.448"
"3407 Deuda Flotante","76328242-2 ASPEN CHILE S.A.","1.361.598","Tipo Flujo","26/01/2021","199","Traspaso de devengo anterior a ejercicio 2021","33604","10/12/2020","Factura Afecta Electrónica","1.053.150"
"3407 Deuda Flotante","76352414-0 IMPORTADORA Y DISTRIBUIDORA SCHONFELDT LIMITADA","1.006.991","Saldo Inicial","","","Saldo Inicial","","","","0"
"3407 Deuda Flotante","76352414-0 IMPORTADORA Y DISTRIBUIDORA SCHONFELDT LIMITADA","1.006.991","Tipo Flujo","26/01/2021","192","Traspaso de devengo anterior a ejercicio 2021","16969","14/12/2020","Factura Afecta Electrónica","366.825"
"3407 Deuda Flotante","76352414-0 IMPORTADORA Y DISTRIBUIDORA SCHONFELDT LIMITADA","1.006.991","Tipo Flujo","26/01/2021","202","Traspaso de devengo anterior a ejercicio 2021","16998","14/12/2020","Factura Afecta Electrónica","134.269"
"3407 Deuda Flotante","76352414-0 IMPORTADORA Y DISTRIBUIDORA SCHONFELDT LIMITADA","1.006.991","Tipo Flujo","26/01/2021","207","Traspaso de devengo anterior a ejercicio 2021","16974","14/12/2020","Factura Afecta Electrónica","421.931"
"3407 Deuda Flotante","76352414-0 IMPORTADORA Y DISTRIBUIDORA SCHONFELDT LIMITADA","1.006.991","Tipo Flujo","26/01/2021","207","Traspaso de devengo anterior a ejercicio 2021","16700","03/12/2020","Factura Afecta Electrónica","83.966"
"3407 Deuda Flotante","76360729-1 CAZATI MAQUINARIA SPA","1.233.635","Saldo Inicial","","","Saldo Inicial","","","","0"
"3407 Deuda Flotante","76360729-1 CAZATI MAQUINARIA SPA","1.233.635","Tipo Flujo","26/01/2021","192","Traspaso de devengo anterior a ejercicio 2021","3575","30/11/2020","Factura Afecta Electrónica","1.233.635"
"3407 Deuda Flotante","76362811-6 PAULA JULIA ARAYA HERRERA PRESTACIONES MEDICAS E.I.R.L.","1.200.000","Saldo Inicial","","","Saldo Inicial","","","","0"
"3407 Deuda Flotante","76362811-6 PAULA JULIA ARAYA HERRERA PRESTACIONES MEDICAS E.I.R.L.","1.200.000","Tipo Flujo","26/01/2021","207","Traspaso de devengo anterior a ejercicio 2021","70","21/12/2020","Factura Exenta Electrónica","1.200.000"
"3407 Deuda Flotante","76367671-4 SINERGIA SPA","2.579.325","Saldo Inicial","","","Saldo Inicial","","","","0"
"3407 Deuda Flotante","76367671-4 SINERGIA SPA","2.579.325","Tipo Flujo","26/01/2021","207","Traspaso de devengo anterior a ejercicio 2021","11777","28/12/2020","Factura Afecta Electrónica","2.579.325"
"3407 Deuda Flotante","76376681-0 DEDALUS GLOBAL SERVICES AGENCIA EN CHILE","11.470.128","Saldo Inicial","","","Saldo Inicial","","","","0"
"3407 Deuda Flotante","76376681-0 DEDALUS GLOBAL SERVICES AGENCIA EN CHILE","11.470.128","Tipo Flujo","26/01/2021","193","Traspaso de devengo anterior a ejercicio 2021","402","19/11/2020","Factura Afecta Electrónica","3.823.376"
"3407 Deuda Flotante","76376681-0 DEDALUS GLOBAL SERVICES AGENCIA EN CHILE","11.470.128","Tipo Flujo","26/01/2021","201","Traspaso de devengo anterior a ejercicio 2021","387","09/10/2020","Factura Afecta Electrónica","3.823.376"
"3407 Deuda Flotante","76376681-0 DEDALUS GLOBAL SERVICES AGENCIA EN CHILE","11.470.128","Tipo Flujo","26/01/2021","209","Traspaso de devengo anterior a ejercicio 2021","416","18/12/2020","Factura Afecta Electrónica","3.823.376"
"3407 Deuda Flotante","76377981-5 LABORATORIO LKM SPA","10.952.165","Saldo Inicial","","","Saldo Inicial","","","","0"
"3407 Deuda Flotante","76377981-5 LABORATORIO LKM SPA","10.952.165","Tipo Flujo","26/01/2021","199","Traspaso de devengo anterior a ejercicio 2021","6223","15/12/2020","Factura Afecta Electrónica","646.765"
"3407 Deuda Flotante","76377981-5 LABORATORIO LKM SPA","10.952.165","Tipo Flujo","26/01/2021","202","Traspaso de devengo anterior a ejercicio 2021","6246","17/12/2020","Factura Afecta Electrónica","3.927.000"
"3407 Deuda Flotante","76377981-5 LABORATORIO LKM SPA","10.952.165","Tipo Flujo","26/01/2021","211","Traspaso de devengo anterior a ejercicio 2021","6222","15/12/2020","Factura Afecta Electrónica","809.200"
"3407 Deuda Flotante","76377981-5 LABORATORIO LKM SPA","10.952.165","Tipo Flujo","26/01/2021","211","Traspaso de devengo anterior a ejercicio 2021","6183","09/12/2020","Factura Afecta Electrónica","5.569.200"
"3407 Deuda Flotante","76380151-9 SUAT SPA","105.003.165","Saldo Inicial","","","Saldo Inicial","","","","0"
"3407 Deuda Flotante","76380151-9 SUAT SPA","105.003.165","Tipo Flujo","26/01/2021","201","Traspaso de devengo anterior a ejercicio 2021","481","11/12/2020","Factura Afecta Electrónica","105.003.165"
"3407 Deuda Flotante","76380345-7 INVERSIONES C & A LTDA","4.043.694","Saldo Inicial","","","Saldo Inicial","","","","0"
"3407 Deuda Flotante","76380345-7 INVERSIONES C & A LTDA","4.043.694","Tipo Flujo","26/01/2021","192","Traspaso de devengo anterior a ejercicio 2021","674","11/12/2020","Factura Afecta Electrónica","1.344.700"
"3407 Deuda Flotante","76380345-7 INVERSIONES C & A LTDA","4.043.694","Tipo Flujo","26/01/2021","202","Traspaso de devengo anterior a ejercicio 2021","675","11/12/2020","Factura Afecta Electrónica","1.354.294"
"3407 Deuda Flotante","76380345-7 INVERSIONES C & A LTDA","4.043.694","Tipo Flujo","26/01/2021","205","Traspaso de devengo anterior a ejercicio 2021","665","04/12/2020","Factura Afecta Electrónica","1.344.700"
"3407 Deuda Flotante","76382851-4 HOSPITAL & MEDICAL SOLUTIONS S.A.","176.358","Saldo Inicial","","","Saldo Inicial","","","","0"
"3407 Deuda Flotante","76382851-4 HOSPITAL & MEDICAL SOLUTIONS S.A.","176.358","Tipo Flujo","26/01/2021","214","Traspaso de devengo anterior a ejercicio 2021","3183","22/12/2020","Factura Afecta Electrónica","176.358"
"3407 Deuda Flotante","76387797-3 MATCHING DEALS COMERCIALIZADORA","166.333","Saldo Inicial","","","Saldo Inicial","","","","0"
"3407 Deuda Flotante","76387797-3 MATCHING DEALS COMERCIALIZADORA","166.333","Tipo Flujo","26/01/2021","206","Traspaso de devengo anterior a ejercicio 2021","14571","01/12/2020","Factura Afecta Electrónica","166.333"
"3407 Deuda Flotante","76389383-9 Drogueria Global Pharma SPA.","829.763","Saldo Inicial","","","Saldo Inicial","","","","0"
"3407 Deuda Flotante","76389383-9 Drogueria Global Pharma SPA.","829.763","Tipo Flujo","26/01/2021","199","Traspaso de devengo anterior a ejercicio 2021","228195","22/12/2020","Factura Afecta Electrónica","361.260"
"3407 Deuda Flotante","76389383-9 Drogueria Global Pharma SPA.","829.763","Tipo Flujo","26/01/2021","199","Traspaso de devengo anterior a ejercicio 2021","198062","04/12/2020","Factura Afecta Electrónica","377.825"
"3407 Deuda Flotante","76389383-9 Drogueria Global Pharma SPA.","829.763","Tipo Flujo","26/01/2021","214","Traspaso de devengo anterior a ejercicio 2021","202539","03/12/2020","Factura Afecta Electrónica","90.678"
"3407 Deuda Flotante","76389452-5 QUALITEC FARMACEUTICA LIMITADA","5.355.000","Saldo Inicial","","","Saldo Inicial","","","","0"
"3407 Deuda Flotante","76389452-5 QUALITEC FARMACEUTICA LIMITADA","5.355.000","Tipo Flujo","26/01/2021","201","Traspaso de devengo anterior a ejercicio 2021","5786","15/12/2020","Factura Afecta Electrónica","5.355.000"
"3407 Deuda Flotante","76414634-4 ALLERGIKA CHILE S.P.A.","30.940","Saldo Inicial","","","Saldo Inicial","","","","0"
"3407 Deuda Flotante","76414634-4 ALLERGIKA CHILE S.P.A.","30.940","Tipo Flujo","26/01/2021","199","Traspaso de devengo anterior a ejercicio 2021","4687","15/12/2020","Factura Afecta Electrónica","30.940"
"3407 Deuda Flotante","76423281-K PISA FARMACEUTICA DE CHILE S.P.A","5.331.200","Saldo Inicial","","","Saldo Inicial","","","","0"
"3407 Deuda Flotante","76423281-K PISA FARMACEUTICA DE CHILE S.P.A","5.331.200","Tipo Flujo","26/01/2021","197","Traspaso de devengo anterior a ejercicio 2021","15272","30/09/2020","Documento de Tesoreria","5.331.200"
"3407 Deuda Flotante","76424440-0 CHANNELS MEDIA S.A.","1.184.925","Saldo Inicial","","","Saldo Inicial","","","","0"
"3407 Deuda Flotante","76424440-0 CHANNELS MEDIA S.A.","1.184.925","Tipo Flujo","26/01/2021","213","Traspaso de devengo anterior a ejercicio 2021","11815","30/12/2020","Factura Afecta Electrónica","1.184.925"
"3407 Deuda Flotante","76426475-4 MEDISAN CHILE SPA ","6.487.883","Saldo Inicial","","","Saldo Inicial","","","","0"
"3407 Deuda Flotante","76426475-4 MEDISAN CHILE SPA ","6.487.883","Tipo Flujo","26/01/2021","213","Traspaso de devengo anterior a ejercicio 2021","1770","23/12/2020","Factura Afecta Electrónica","1.042.445"
"3407 Deuda Flotante","76426475-4 MEDISAN CHILE SPA ","6.487.883","Tipo Flujo","26/01/2021","216","Traspaso de devengo anterior a ejercicio 2021","1754","15/12/2020","Factura Afecta Electrónica","5.445.438"
"3407 Deuda Flotante","76427004-5 R. RODRIGUEZ Y CIA LTDA","33.380","Saldo Inicial","","","Saldo Inicial","","","","0"
"3407 Deuda Flotante","76427004-5 R. RODRIGUEZ Y CIA LTDA","33.380","Tipo Flujo","26/01/2021","205","Traspaso de devengo anterior a ejercicio 2021","18173","21/12/2020","Factura Afecta Electrónica","33.380"
"3407 Deuda Flotante","76428497-6 MIS PRODUCTOS SPA","238.000","Saldo Inicial","","","Saldo Inicial","","","","0"
"3407 Deuda Flotante","76428497-6 MIS PRODUCTOS SPA","238.000","Tipo Flujo","26/01/2021","200","Traspaso de devengo anterior a ejercicio 2021","4341","29/12/2020","Factura Afecta Electrónica","238.000"
"3407 Deuda Flotante","76431124-8 METBULL","8.205.277","Saldo Inicial","","","Saldo Inicial","","","","0"
"3407 Deuda Flotante","76431124-8 METBULL","8.205.277","Tipo Flujo","26/01/2021","215","Traspaso de devengo anterior a ejercicio 2021","164","02/12/2020","Factura Afecta Electrónica","8.205.277"
"3407 Deuda Flotante","76432529-K CSL BEHRING SPA","40.543.281","Saldo Inicial","","","Saldo Inicial","","","","0"
"3407 Deuda Flotante","76432529-K CSL BEHRING SPA","40.543.281","Tipo Flujo","26/01/2021","196","Traspaso de devengo anterior a ejercicio 2021","5934","03/12/2020","Factura Afecta Electrónica","23.390.354"
"3407 Deuda Flotante","76432529-K CSL BEHRING SPA","40.543.281","Tipo Flujo","26/01/2021","197","Traspaso de devengo anterior a ejercicio 2021","5915","01/12/2020","Factura Afecta Electrónica","17.152.927"
"3407 Deuda Flotante","76437991-8 SEVEN PHARMA CHILE S.P.A.","4.356.590","Saldo Inicial","","","Saldo Inicial","","","","0"
"3407 Deuda Flotante","76437991-8 SEVEN PHARMA CHILE S.P.A.","4.356.590","Tipo Flujo","26/01/2021","196","Traspaso de devengo anterior a ejercicio 2021","44241","02/12/2020","Factura Afecta Electrónica","3.148.740"
"3407 Deuda Flotante","76437991-8 SEVEN PHARMA CHILE S.P.A.","4.356.590","Tipo Flujo","26/01/2021","197","Traspaso de devengo anterior a ejercicio 2021","44246","02/12/2020","Factura Afecta Electrónica","1.207.850"
"3407 Deuda Flotante","76446419-2 COMERCIALIZORA MEDICAL PLANET SPA","246.330.000","Saldo Inicial","","","Saldo Inicial","","","","0"
"3407 Deuda Flotante","76446419-2 COMERCIALIZORA MEDICAL PLANET SPA","246.330.000","Tipo Flujo","26/01/2021","208","Traspaso de devengo anterior a ejercicio 2021","1827","19/06/2020","Factura Afecta Electrónica","246.330.000"
"3407 Deuda Flotante","76447530-5 ASTRAZENECA S.A.","42.397.891","Saldo Inicial","","","Saldo Inicial","","","","0"
"3407 Deuda Flotante","76447530-5 ASTRAZENECA S.A.","42.397.891","Tipo Flujo","26/01/2021","193","Traspaso de devengo anterior a ejercicio 2021","37229","14/12/2020","Factura Afecta Electrónica","21.081.088"
"3407 Deuda Flotante","76447530-5 ASTRAZENECA S.A.","42.397.891","Tipo Flujo","26/01/2021","213","Traspaso de devengo anterior a ejercicio 2021","37219","14/12/2020","Factura Afecta Electrónica","21.316.803"
"3407 Deuda Flotante","76449260-9 VESTUARIOS INDUSTRIALES S.A.","5.607.280","Saldo Inicial","","","Saldo Inicial","","","","0"
"3407 Deuda Flotante","76449260-9 VESTUARIOS INDUSTRIALES S.A.","5.607.280","Tipo Flujo","26/01/2021","200","Traspaso de devengo anterior a ejercicio 2021","10146","11/12/2020","Factura Afecta Electrónica","2.281.230"
"3407 Deuda Flotante","76449260-9 VESTUARIOS INDUSTRIALES S.A.","5.607.280","Tipo Flujo","26/01/2021","207","Traspaso de devengo anterior a ejercicio 2021","10145","11/12/2020","Factura Afecta Electrónica","3.326.050"
"3407 Deuda Flotante","76453086-1 CICLO MED CHILE SPA.","24.240.300","Saldo Inicial","","","Saldo Inicial","","","","0"
"3407 Deuda Flotante","76453086-1 CICLO MED CHILE SPA.","24.240.300","Tipo Flujo","26/01/2021","198","Traspaso de devengo anterior a ejercicio 2021","1207","30/12/2020","Factura Afecta Electrónica","17.885.700"
"3407 Deuda Flotante","76453086-1 CICLO MED CHILE SPA.","24.240.300","Tipo Flujo","26/01/2021","210","Traspaso de devengo anterior a ejercicio 2021","1201","22/12/2020","Factura Afecta Electrónica","6.354.600"
"3407 Deuda Flotante","76462500-5 SURTI VENTAS LTDA.","158.420","Saldo Inicial","","","Saldo Inicial","","","","0"
"3407 Deuda Flotante","76462500-5 SURTI VENTAS LTDA.","158.420","Tipo Flujo","26/01/2021","209","Traspaso de devengo anterior a ejercicio 2021","3693761","22/12/2020","Factura Afecta Electrónica","158.420"
"3407 Deuda Flotante","76462810-1 COMERCIAL CMS MEDICAL CHILE LTDA.","18.320.050","Saldo Inicial","","","Saldo Inicial","","","","0"
"3407 Deuda Flotante","76462810-1 COMERCIAL CMS MEDICAL CHILE LTDA.","18.320.050","Tipo Flujo","26/01/2021","193","Traspaso de devengo anterior a ejercicio 2021","20847","25/12/2020","Factura Afecta Electrónica","8.211.000"
"3407 Deuda Flotante","76462810-1 COMERCIAL CMS MEDICAL CHILE LTDA.","18.320.050","Tipo Flujo","26/01/2021","195","Traspaso de devengo anterior a ejercicio 2021","20854","25/12/2020","Factura Afecta Electrónica","547.400"
"3407 Deuda Flotante","76462810-1 COMERCIAL CMS MEDICAL CHILE LTDA.","18.320.050","Tipo Flujo","26/01/2021","197","Traspaso de devengo anterior a ejercicio 2021","20855","25/12/2020","Factura Afecta Electrónica","547.400"
"3407 Deuda Flotante","76462810-1 COMERCIAL CMS MEDICAL CHILE LTDA.","18.320.050","Tipo Flujo","26/01/2021","208","Traspaso de devengo anterior a ejercicio 2021","20860","25/12/2020","Factura Afecta Electrónica","589.050"
"3407 Deuda Flotante","76462810-1 COMERCIAL CMS MEDICAL CHILE LTDA.","18.320.050","Tipo Flujo","26/01/2021","209","Traspaso de devengo anterior a ejercicio 2021","20848","25/12/2020","Factura Afecta Electrónica","238.000"
"3407 Deuda Flotante","76462810-1 COMERCIAL CMS MEDICAL CHILE LTDA.","18.320.050","Tipo Flujo","26/01/2021","211","Traspaso de devengo anterior a ejercicio 2021","20850","25/12/2020","Factura Afecta Electrónica","3.677.100"
"3407 Deuda Flotante","76462810-1 COMERCIAL CMS MEDICAL CHILE LTDA.","18.320.050","Tipo Flujo","26/01/2021","212","Traspaso de devengo anterior a ejercicio 2021","20849","25/12/2020","Factura Afecta Electrónica","1.094.800"
"3407 Deuda Flotante","76462810-1 COMERCIAL CMS MEDICAL CHILE LTDA.","18.320.050","Tipo Flujo","26/01/2021","214","Traspaso de devengo anterior a ejercicio 2021","19418","29/07/2020","Factura Afecta Electrónica","773.500"
"3407 Deuda Flotante","76462810-1 COMERCIAL CMS MEDICAL CHILE LTDA.","18.320.050","Tipo Flujo","26/01/2021","215","Traspaso de devengo anterior a ejercicio 2021","20853","25/12/2020","Factura Afecta Electrónica","833.000"
"3407 Deuda Flotante","76462810-1 COMERCIAL CMS MEDICAL CHILE LTDA.","18.320.050","Tipo Flujo","26/01/2021","215","Traspaso de devengo anterior a ejercicio 2021","20851","25/12/2020","Factura Afecta Electrónica","487.900"
"3407 Deuda Flotante","76462810-1 COMERCIAL CMS MEDICAL CHILE LTDA.","18.320.050","Tipo Flujo","26/01/2021","217","Traspaso de devengo anterior a ejercicio 2021","20852","25/12/2020","Factura Afecta Electrónica","1.320.900"
"3407 Deuda Flotante","76470635-8 SERVICIOS Y MANTENCIONES MERCSOLUCIONES LTDA.","7.126.196","Saldo Inicial","","","Saldo Inicial","","","","0"
"3407 Deuda Flotante","76470635-8 SERVICIOS Y MANTENCIONES MERCSOLUCIONES LTDA.","7.126.196","Tipo Flujo","26/01/2021","207","Traspaso de devengo anterior a ejercicio 2021","2109","30/12/2020","Factura Afecta Electrónica","7.126.196"
"3407 Deuda Flotante","76473625-7 DISTRIBUIDORA Y COMERCIALIZADORA DICOTEM SPA","2.092.958","Saldo Inicial","","","Saldo Inicial","","","","0"
"3407 Deuda Flotante","76473625-7 DISTRIBUIDORA Y COMERCIALIZADORA DICOTEM SPA","2.092.958","Tipo Flujo","26/01/2021","202","Traspaso de devengo anterior a ejercicio 2021","1973","10/11/2020","Factura Afecta Electrónica","131.760"
"3407 Deuda Flotante","76473625-7 DISTRIBUIDORA Y COMERCIALIZADORA DICOTEM SPA","2.092.958","Tipo Flujo","26/01/2021","214","Traspaso de devengo anterior a ejercicio 2021","2052","10/12/2020","Factura Afecta Electrónica","765.200"
"3407 Deuda Flotante","76473625-7 DISTRIBUIDORA Y COMERCIALIZADORA DICOTEM SPA","2.092.958","Tipo Flujo","26/01/2021","217","Traspaso de devengo anterior a ejercicio 2021","2070","18/12/2020","Factura Afecta Electrónica","1.195.998"
"3407 Deuda Flotante","76475540-5 ING. Y SERV. COMPUTAC. RYC LTDA.","403.410","Saldo Inicial","","","Saldo Inicial","","","","0"
"3407 Deuda Flotante","76475540-5 ING. Y SERV. COMPUTAC. RYC LTDA.","403.410","Tipo Flujo","26/01/2021","195","Traspaso de devengo anterior a ejercicio 2021","35246","30/12/2020","Factura Afecta Electrónica","403.410"
"3407 Deuda Flotante","76479314-5 ALPHA PHARMA SPA","4.416.203","Saldo Inicial","","","Saldo Inicial","","","","0"
"3407 Deuda Flotante","76479314-5 ALPHA PHARMA SPA","4.416.203","Tipo Flujo","26/01/2021","195","Traspaso de devengo anterior a ejercicio 2021","25819","14/12/2020","Factura Afecta Electrónica","70.972"
"3407 Deuda Flotante","76479314-5 ALPHA PHARMA SPA","4.416.203","Tipo Flujo","26/01/2021","199","Traspaso de devengo anterior a ejercicio 2021","25813","14/12/2020","Factura Afecta Electrónica","714.000"
"3407 Deuda Flotante","76479314-5 ALPHA PHARMA SPA","4.416.203","Tipo Flujo","26/01/2021","202","Traspaso de devengo anterior a ejercicio 2021","25494","09/12/2020","Factura Afecta Electrónica","2.970.240"
"3407 Deuda Flotante","76479314-5 ALPHA PHARMA SPA","4.416.203","Tipo Flujo","26/01/2021","214","Traspaso de devengo anterior a ejercicio 2021","25816","14/12/2020","Factura Afecta Electrónica","8.871"
"3407 Deuda Flotante","76479314-5 ALPHA PHARMA SPA","4.416.203","Tipo Flujo","26/01/2021","214","Traspaso de devengo anterior a ejercicio 2021","25830","14/12/2020","Factura Afecta Electrónica","652.120"
"3407 Deuda Flotante","76481921-7 SIEMENS HEALTHCARE EQUIPOS MEDICOS SPA","1.137.699","Saldo Inicial","","","Saldo Inicial","","","","0"
"3407 Deuda Flotante","76481921-7 SIEMENS HEALTHCARE EQUIPOS MEDICOS SPA","1.137.699","Tipo Flujo","26/01/2021","192","Traspaso de devengo anterior a ejercicio 2021","44783","22/12/2020","Factura Afecta Electrónica","198.593"
"3407 Deuda Flotante","76481921-7 SIEMENS HEALTHCARE EQUIPOS MEDICOS SPA","1.137.699","Tipo Flujo","26/01/2021","197","Traspaso de devengo anterior a ejercicio 2021","44674","17/12/2020","Factura Afecta Electrónica","362.379"
"3407 Deuda Flotante","76481921-7 SIEMENS HEALTHCARE EQUIPOS MEDICOS SPA","1.137.699","Tipo Flujo","26/01/2021","200","Traspaso de devengo anterior a ejercicio 2021","44675","17/12/2020","Factura Afecta Electrónica","378.134"
"3407 Deuda Flotante","76481921-7 SIEMENS HEALTHCARE EQUIPOS MEDICOS SPA","1.137.699","Tipo Flujo","26/01/2021","209","Traspaso de devengo anterior a ejercicio 2021","44608","15/12/2020","Factura Afecta Electrónica","198.593"
"3407 Deuda Flotante","76494073-3 ENTRETENCIONES GÉNESIS LIMITADA","978.823","Saldo Inicial","","","Saldo Inicial","","","","0"
"3407 Deuda Flotante","76494073-3 ENTRETENCIONES GÉNESIS LIMITADA","978.823","Tipo Flujo","26/01/2021","215","Traspaso de devengo anterior a ejercicio 2021","143","29/12/2020","Factura Afecta Electrónica","978.823"
"3407 Deuda Flotante","76496294-K CAVIMED CHILE SPA","3.305.808","Saldo Inicial","","","Saldo Inicial","","","","0"
"3407 Deuda Flotante","76496294-K CAVIMED CHILE SPA","3.305.808","Tipo Flujo","26/01/2021","194","Traspaso de devengo anterior a ejercicio 2021","5750","01/12/2020","Factura Afecta Electrónica","3.011.200"
"3407 Deuda Flotante","76496294-K CAVIMED CHILE SPA","3.305.808","Tipo Flujo","26/01/2021","209","Traspaso de devengo anterior a ejercicio 2021","5758","02/12/2020","Factura Afecta Electrónica","294.608"
"3407 Deuda Flotante","76498795-0 AZIMUTH MEDICAL  DEVICES SPA.","999.600","Saldo Inicial","","","Saldo Inicial","","","","0"
"3407 Deuda Flotante","76498795-0 AZIMUTH MEDICAL  DEVICES SPA.","999.600","Tipo Flujo","26/01/2021","215","Traspaso de devengo anterior a ejercicio 2021","715","10/12/2020","Factura Afecta Electrónica","999.600"
"3407 Deuda Flotante","76502710-1 HERNANDEZ Y CIA. LTDA","2.262.428","Saldo Inicial","","","Saldo Inicial","","","","0"
"3407 Deuda Flotante","76502710-1 HERNANDEZ Y CIA. LTDA","2.262.428","Tipo Flujo","26/01/2021","213","Traspaso de devengo anterior a ejercicio 2021","952","01/12/2020","Factura Afecta Electrónica","2.262.428"
"3407 Deuda Flotante","76518777-K RAGORI LTDA","31.554.745","Saldo Inicial","","","Saldo Inicial","","","","0"
"3407 Deuda Flotante","76518777-K RAGORI LTDA","31.554.745","Tipo Flujo","26/01/2021","194","Traspaso de devengo anterior a ejercicio 2021","596","09/12/2020","Factura Afecta Electrónica","6.911.867"
"3407 Deuda Flotante","76518777-K RAGORI LTDA","31.554.745","Tipo Flujo","26/01/2021","213","Traspaso de devengo anterior a ejercicio 2021","599","17/12/2020","Factura Afecta Electrónica","15.801.366"
"3407 Deuda Flotante","76518777-K RAGORI LTDA","31.554.745","Tipo Flujo","26/01/2021","217","Traspaso de devengo anterior a ejercicio 2021","593","25/11/2020","Factura Afecta Electrónica","8.841.512"
"3407 Deuda Flotante","76520087-3 PLUSMEDICAL SPA","357.000","Saldo Inicial","","","Saldo Inicial","","","","0"
"3407 Deuda Flotante","76520087-3 PLUSMEDICAL SPA","357.000","Tipo Flujo","26/01/2021","209","Traspaso de devengo anterior a ejercicio 2021","3015","27/10/2020","Factura Afecta Electrónica","357.000"
"3407 Deuda Flotante","76538856-2 FUMIGACIONES ANTUMALES LTDA","2.380.000","Saldo Inicial","","","Saldo Inicial","","","","0"
"3407 Deuda Flotante","76538856-2 FUMIGACIONES ANTUMALES LTDA","2.380.000","Tipo Flujo","26/01/2021","195","Traspaso de devengo anterior a ejercicio 2021","2701","14/12/2020","Factura Afecta Electrónica","1.190.000"
"3407 Deuda Flotante","76538856-2 FUMIGACIONES ANTUMALES LTDA","2.380.000","Tipo Flujo","26/01/2021","207","Traspaso de devengo anterior a ejercicio 2021","2698","12/12/2020","Factura Afecta Electrónica","1.190.000"
"3407 Deuda Flotante","76560534-2 B2G CHILE SPA","4.038.238","Saldo Inicial","","","Saldo Inicial","","","","0"
"3407 Deuda Flotante","76560534-2 B2G CHILE SPA","4.038.238","Tipo Flujo","26/01/2021","201","Traspaso de devengo anterior a ejercicio 2021","3172","30/11/2020","Factura Afecta Electrónica","75.479"
"3407 Deuda Flotante","76560534-2 B2G CHILE SPA","4.038.238","Tipo Flujo","26/01/2021","204","Traspaso de devengo anterior a ejercicio 2021","3268","22/12/2020","Factura Afecta Electrónica","3.774.061"
